Symbol,Name,Market Cap,In S&P 500,Qtr - Next,Is Projected - Next,Is Announced - Next,Date - Next,Time - Next,Conf Call - Next,Expected Move - Next,Actual Move - Prev,Expected Move - Prev,Qtr - Prev,Date - Prev,Time - Prev,Conf Call - Prev,SEC Filing,Stock Type,Has Options
CONE,Cyrusone,8088794112,False,Q1,False,True,4/29/2020,AMC,4/30/2020 11:00:00 AM,0.1109,0.0362,0.0507,Q4,2/19/2020,AMC,2/20/2020 11:00:00 AM,,REIT,True
COOP,Mr. Cooper Group Inc.,767913600,False,Q1,False,True,4/30/2020,BMO,4/30/2020 9:00:00 AM,0.2657,-0.0183,0.1214,Q4,2/25/2020,BMO,2/25/2020 9:00:00 AM,,Common,True
COP,Conocophillips,38368522240,True,Q1,False,True,4/30/2020,BMO,4/30/2020 12:00:00 PM,0.1346,-0.1364,0.121,Q1,3/18/2020,BMO,3/18/2020 10:00:00 AM,,Common,True
COR,Coresite Realty,4496255488,False,Q1,False,True,4/30/2020,BMO,4/30/2020 12:00:00 PM,0.1039,-0.0485,0.0376,Q4,2/6/2020,BMO,2/6/2020 12:00:00 PM,https://www.sec.gov/Archives/edgar/data/1490892/000155837020000548/0001558370-20-000548-index.htm,REIT,True
COWN,Cowen Inc. - Class A,265928608,False,Q1,False,True,4/29/2020,BMO,4/29/2020 9:00:00 AM,0.1527,0.0198,0.057,Q4,2/12/2020,BMO,2/12/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/1466538/000146653820000015/0001466538-20-000015-index.htm,Common,True
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each Representing Five Common Shares),589075264,False,,True,False,4/27/2020,,,,-0.0232,,Q4,2/12/2020,AMC,2/13/2020 10:00:00 AM,,Common,False
CR,Crane Co.,2988340224,False,Q1,False,True,4/27/2020,AMC,4/28/2020 10:00:00 AM,0.1078,0.0217,0.0662,Q4,1/27/2020,AMC,1/28/2020 10:00:00 AM,,Common,True
CRAI,Cra InternationalInc.,268070688,False,Q1,False,True,4/30/2020,BMO,4/30/2020 10:00:00 AM,0.1449,-0.0655,0.0734,Q4,2/27/2020,BMO,2/27/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1053706/000110465920025737/0001104659-20-025737-index.htm,Common,True
CREE,Cree Inc.,4000788480,False,Q3,False,True,4/29/2020,AMC,4/29/2020 5:00:00 PM,0.1228,-0.0756,0.0999,Q2,1/29/2020,AMC,1/29/2020 5:00:00 PM,,Common,True
CRHM,CRH Medical Common Shares Of Beneficial Interest,143923232,False,,True,False,4/30/2020,,,,-0.4042,,Q4,3/11/2020,AMC,3/12/2020 8:00:00 AM,,Common,False
CRI,Carter's Inc.,3145203712,False,,True,False,4/29/2020,,,,-0.1272,0.0847,Q4,2/24/2020,BMO,2/24/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1060822/000106082220000003/0001060822-20-000003-index.htm,Common,True
CRS,Carpenter Technology,877109824,False,,True,False,4/27/2020,,,,-0.0336,0.0822,Q2,1/30/2020,BMO,1/30/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/17843/000001784320000004/0000017843-20-000004-index.htm,Common,True
CRTO,Criteo S.A. - American Depositary Shares,593657024,False,Q1,False,True,4/29/2020,,4/29/2020 8:00:00 AM,0.2154,-0.066,0.1232,Q4,2/11/2020,BMO,2/11/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1576427/000157642720000006/0001576427-20-000006-index.htm,Common,True
CRVS,Corvus Pharmaceuticals Inc.,72678320,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.206,-0.1238,0.1826,Q4,3/5/2020,AMC,3/5/2020 4:30:00 PM,,Common,True
CRY,Cryolife Inc.,777338368,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.143,-0.0914,0.0663,Q4,2/13/2020,AMC,2/13/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/784199/000078419920000014/0000784199-20-000014-index.htm,Common,True
CS,Credit Suisse Group American Depositary Shares,19100200960,False,Q1,False,True,4/23/2020,BMO,,0.1305,0.0015,0.0399,Q4,2/13/2020,BMO,,,Common,True
CSFL,Centerstate Bank,1892610688,False,Q1,False,True,4/23/2020,AMC,4/24/2020 10:00:00 AM,0.1065,0.0193,0.0646,Q4,1/27/2020,BMO,,https://www.sec.gov/Archives/edgar/data/1102266/000156459020001960/0001564590-20-001960-index.htm,Common,True
CSGP,Costar Group Inc.,21425422336,False,Q1,False,True,4/28/2020,AMC,4/28/2020 5:00:00 PM,0.1284,-0.0228,0.0941,Q4,2/25/2020,AMC,2/25/2020 5:00:00 PM,,Common,True
CSTM,Constellium Se Ordinary Shares (France),810658048,False,Q1,False,True,4/29/2020,BMO,4/29/2020 10:00:00 AM,0.1275,0.1639,0.1047,Q4,2/20/2020,BMO,2/20/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1563411/000119312520043623/0001193125-20-043623-index.htm,Common,True
CSTR,Capstar Financial Hldgs,173008704,False,Q1,False,True,4/27/2020,AMC,4/28/2020 9:30:00 AM,,-0.0561,,Q4,1/23/2020,AMC,1/24/2020 9:30:00 AM,,Common,False
CSV,Carriage Servs,267563312,False,,True,False,4/30/2020,,,,-0.112,0.0613,,2/19/2020,AMC,2/20/2020 10:30:00 AM,,Common,True
CTO,Consolidated-Tomoka Land Co. Common,174005728,False,,True,False,4/17/2020,,,,0.0316,,Q4,2/12/2020,AMC,2/13/2020 9:00:00 AM,,Common,False
CTRC,Centric Brands Inc.,35569152,False,,True,False,4/27/2020,,,,-0.05,0.0431,,11/14/2019,,,,Common,True
CURO,Curo Group Holdings Corp.,207849872,False,Q1,False,True,4/30/2020,AMC,5/1/2020 8:15:00 AM,0.2563,0.2667,0.1432,Q4,2/5/2020,AMC,2/6/2020 8:15:00 AM,https://www.sec.gov/Archives/edgar/data/1711291/000171129120000007/0001711291-20-000007-index.htm,Common,True
CUZ,Cousins Properties Incorporated,4182958848,False,Q1,False,True,4/30/2020,AMC,5/1/2020 10:00:00 AM,0.1392,-0.0022,0.0361,Q4,2/5/2020,AMC,2/6/2020 11:00:00 AM,,REIT,True
CVE,Cenovus Energy,3772507904,False,Q1,False,True,4/29/2020,BMO,4/29/2020 11:00:00 AM,0.2525,0.0122,0.0663,Q4,2/12/2020,BMO,2/12/2020 11:00:00 AM,,Common,True
CVEO,Civeo (Canada) Common Shares,66521904,False,,True,False,4/27/2020,,,,-0.1061,0.1317,Q4,2/27/2020,BMO,2/27/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/1590584/000159058420000026/0001590584-20-000026-index.htm,Common,True
CVLT,Commvault Systems Inc.,2002445056,False,,True,False,4/30/2020,,,,0.0218,0.0839,Q3,1/29/2020,BMO,1/29/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1169561/000116956120000007/0001169561-20-000007-index.htm,Common,True
CVLY,Codorus Valley Bancorp,120178592,False,,True,False,4/17/2020,,,,0.0095,,Q4,1/16/2020,AMC,,,Common,False
CVTI,Covenant Transportation Group Inc. - Class A,132556440,False,,True,False,4/7/2020,,,,0.0596,0.1059,Q4,1/23/2020,AMC,1/24/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/928658/000100888620000002/0001008886-20-000002-index.htm,Common,True
CVV,CVD Equipment,24676100,False,,True,False,4/3/2020,,,,-0.0011,,Q3,11/12/2019,AMC,11/12/2019 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/766792/000143774919022453/0001437749-19-022453-index.htm,Common,False
CWBC,Community West Bancshares,47869400,False,,True,False,4/27/2020,,,,-0.006,,Q4,1/24/2020,BMO,,,Common,False
CWT,California Water Service Group,2447371264,False,Q1,False,True,4/30/2020,BMO,4/30/2020 11:00:00 AM,0.1167,-0.0522,0.0617,Q4,2/27/2020,BMO,2/27/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/1035201/000110465920025794/0001104659-20-025794-index.htm,Common,True
CX,Cemex S.A.B. De C.V. Sponsored ADR,2976098816,False,,True,False,4/27/2020,,,,-0.0529,0.0652,Q4,2/12/2020,BMO,,,Common,True
CXDC,China Xd Plastics Company,57575968,False,,True,False,4/27/2020,,,,0,0.0386,Q3,11/14/2019,BMO,11/14/2019 9:00:00 AM,,Common,True
CXO,Concho Resources Inc.,10584804352,True,Q1,False,True,4/30/2020,AMC,5/1/2020 9:00:00 AM,0.1453,0.0758,0.065,Q4,2/18/2020,AMC,2/19/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/1358071/000135807120000008/0001358071-20-000008-index.htm,Common,True
CXP,Columbia Property Trust Inc.,1421732096,False,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.17,-0.0036,0.0169,Q4,2/13/2020,AMC,2/13/2020 5:00:00 PM,,REIT,True
CY,Cypress Semiconductor,8934261760,False,,True,False,4/27/2020,,,,-0.0024,0.0412,Q4,1/30/2020,AMC,,https://www.sec.gov/Archives/edgar/data/791915/000079191520000002/0000791915-20-000002-index.htm,Common,False
CYBE,Cyberoptics,151030816,False,Q1,False,True,4/23/2020,AMC,4/23/2020 4:30:00 PM,,0.0862,,Q4,2/19/2020,AMC,2/19/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/768411/000089710120000085/0000897101-20-000085-index.htm,Common,False
CYH,Community Health Systems Inc.,406905216,False,,True,False,4/30/2020,,,,0.3971,0.1139,Q4,2/19/2020,AMC,2/20/2020 11:00:00 AM,,Common,True
CZNC,Citizens & Northern,244293248,False,,True,False,4/29/2020,,,,0.0074,0.0215,,1/16/2020,,,,Common,True
CZWI,Citizens Community Bancorp Inc.,66906000,False,,True,False,4/27/2020,,,,-0.0109,,Q4,1/27/2020,BMO,,,Common,False
DAIO,Data I/O,23513346,False,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,,-0.009,,Q4,3/3/2020,AMC,3/3/2020 5:00:00 PM,,Common,False
DAN,Dana Incorporated Common,1253826048,False,Q1,False,True,4/30/2020,BMO,4/30/2020 10:00:00 AM,0.2,0.0616,0.0703,Q4,2/13/2020,BMO,2/13/2020 10:30:00 AM,,Common,True
DB,Deutsche Bank Ag,12603209728,False,Q1,False,True,4/29/2020,,,0.1395,-0.0171,0.0583,Q4,3/20/2020,,,,Common,True
DCAR,Dropcar Inc.,2275940,False,,True,False,4/6/2020,,,,0.035,,,11/14/2019,AMC,,,Common,False
DCIX,Performance Shipping,29459002,False,,True,False,4/23/2020,,,,-0.0389,,Q4,1/28/2020,BMO,,https://www.sec.gov/Archives/edgar/data/1481241/000091957420000612/0000919574-20-000612-index.htm,Common,False
DCO,Ducommun Incorporated,300940544,False,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.1744,0.3309,0.0931,Q4,2/20/2020,AMC,2/20/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/30305/000162828020001895/0001628280-20-001895-index.htm,Common,True
DCOM,Dime Community Bancshares Inc.,543567680,False,Q1,False,True,4/28/2020,BMO,4/28/2020 8:30:00 AM,0.1345,-0.0175,0.0544,Q4,1/23/2020,AMC,1/23/2020 5:30:00 PM,,Common,True
DENN,Denny's,521596032,False,,True,False,4/30/2020,,,,-0.0483,0.0839,Q4,2/11/2020,AMC,2/11/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/852772/000085277220000016/0000852772-20-000016-index.htm,Common,True
DGICA,Donegal Group Inc. - Class A,431652864,False,Q1,False,True,4/28/2020,AMC,4/29/2020 11:00:00 AM,0.0979,0.0273,0.0459,Q4,2/24/2020,AMC,2/25/2020 11:00:00 AM,,Common,True
DGICB,Donegal Group Inc. - Class B,386929440,False,Q1,False,True,4/28/2020,AMC,4/29/2020 11:00:00 AM,,0.0106,,Q4,2/24/2020,AMC,2/25/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/800457/000117184320001216/0001171843-20-001216-index.htm,Common,False
DHI,D.R. Horton Inc.,14229577728,True,Q2,False,True,4/28/2020,BMO,4/28/2020 8:30:00 AM,0.1291,0.0198,0.0436,Q1,1/27/2020,BMO,1/27/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/882184/000088218420000013/0000882184-20-000013-index.htm,Common,True
DIN,Dine Brands Global Inc.,528014720,False,Q1,False,True,4/29/2020,BMO,4/29/2020 12:00:00 PM,0.2796,-0.0087,0.0983,Q4,2/24/2020,BMO,2/24/2020 12:00:00 PM,https://www.sec.gov/Archives/edgar/data/49754/000119312520045538/0001193125-20-045538-index.htm,Common,True
DLA,Delta Apparel Inc.,65345468,False,Q2,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,,0.1481,,Q1,2/3/2020,AMC,2/3/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1101396/000143774920001554/0001437749-20-001554-index.htm,Common,False
DLB,Dolby Laboratories,5758261760,False,,True,False,4/30/2020,,,,0.0023,0.067,Q1,1/29/2020,AMC,1/29/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1308547/000117184320000578/0001171843-20-000578-index.htm,Common,True
DMRC,Digimarc,203134224,False,Q1,False,True,4/29/2020,AMC,4/29/2020 5:00:00 PM,0.2123,-0.1689,0.1735,Q4,2/26/2020,AMC,2/26/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1438231/000156459020006807/0001564590-20-006807-index.htm,Common,True
DNKN,Dunkin Brands Group,4831375872,False,Q1,False,True,4/30/2020,BMO,4/30/2020 7:30:00 AM,0.1492,-0.0284,0.0468,Q4,2/6/2020,BMO,2/6/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1357204/000135720420000004/0001357204-20-000004-index.htm,Common,True
DO,Diamond Offshore Drilling Inc.,104837440,False,,True,False,4/30/2020,,,,-0.0934,0.1484,Q4,2/10/2020,BMO,2/10/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/949039/000119312520028949/0001193125-20-028949-index.htm,Common,True
DORM,Dorman Products Inc.,1884563840,False,Q1,False,True,4/27/2020,,,0.1082,-0.135,0.0962,Q4,2/24/2020,BMO,,https://www.sec.gov/Archives/edgar/data/868780/000119312520046320/0001193125-20-046320-index.htm,Common,True
DRE,Duke Realty,12623115264,True,Q1,False,True,4/29/2020,AMC,4/30/2020 3:00:00 PM,0.1451,0.0096,0.0327,Q4,1/29/2020,AMC,1/30/2020 3:00:00 PM,,REIT,True
DRQ,Dril-Quip Inc.,1118478720,False,,True,False,4/27/2020,,,,0.0739,0.1194,Q4,2/27/2020,AMC,2/28/2020 10:00:00 AM,,Common,True
DT,Dynatrace Inc.,7747326976,False,,True,False,4/24/2020,,,,0.0809,0.1616,Q3,1/29/2020,BMO,1/29/2020 8:00:00 AM,,Common,True
DTE,DTE Energy Company,20005416960,True,Q1,False,True,4/28/2020,BMO,4/28/2020 9:00:00 AM,0.1105,0.0101,0.0304,Q4,2/5/2020,BMO,2/5/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/936340/000093634020000127/0000936340-20-000127-index.htm,Common,True
DVD,Dover Motorsports Inc.,38598200,False,,True,False,4/27/2020,,,,-0.0219,,Q4,1/30/2020,BMO,1/30/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/1017673/000110465920008345/0001104659-20-008345-index.htm,Common,False
DXCM,Dexcom Inc.,29490343936,False,Q1,False,True,4/28/2020,AMC,4/28/2020 4:30:00 PM,0.1939,0.1257,0.0778,Q4,2/13/2020,AMC,2/13/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1093557/000109355720000028/0001093557-20-000028-index.htm,Common,True
DXF,Dunxin Financial Holdings Limited American Depositary Shares,9802743,False,,True,False,4/8/2020,,,,-0.0566,,Q2,12/19/2019,BMO,,https://www.sec.gov/Archives/edgar/data/1499494/000147793219007183/0001477932-19-007183-index.htm,Common,False
EAT,Brinker International Inc.,595890304,False,Q3,False,True,4/29/2020,BMO,4/29/2020 10:00:00 AM,0.3246,0.0178,0.0837,Q2,1/29/2020,BMO,1/29/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/703351/000070335120000008/0000703351-20-000008-index.htm,Common,True
EBAY,Ebay Inc.,30712807424,True,Q1,False,True,4/29/2020,AMC,4/29/2020 5:00:00 PM,0.0896,-0.045,0.0644,Q4,1/28/2020,AMC,1/28/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1065088/000106508820000003/0001065088-20-000003-index.htm,Common,True
EBMT,Eagle Bancorp Montana Inc.,110534040,False,,True,False,4/24/2020,,,,-0.0226,,Q4,1/28/2020,,,,Common,False
EBS,Emergent Biosolutions Inc.,3584429824,False,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.1405,0.0211,0.0492,Q4,2/20/2020,AMC,2/20/2020 5:00:00 PM,,Common,True
EBTC,Enterprise Bancorp,266768720,False,,True,False,4/20/2020,,,,0.0019,,Q1,1/23/2020,AMC,,,Common,False
EC,Ecopetrol S.A. American Depositary Shares,20064999424,False,,True,False,4/21/2020,,,,-0.0136,0.0796,Q4,2/25/2020,AMC,2/26/2020 8:00:00 AM,,Common,True
ECL,Ecolab Inc.,51144790016,True,Q1,False,True,4/28/2020,BMO,4/28/2020 1:00:00 PM,0.1336,0.0018,0.0324,Q4,2/18/2020,BMO,2/18/2020 1:00:00 PM,,Common,True
EDNT,Edison Nation Inc.,12717242,False,,True,False,4/20/2020,,,,-0.0202,,Q3,11/15/2019,BMO,,,Common,False
EDTX,Edtechx Holdings Acquisition,166500352,False,,True,False,4/13/2020,,,,-0.0058,,,10/31/2019,,,,Unit,False
EEFT,Euronet Worldwide Inc.,4404585472,False,Q1,False,True,4/29/2020,BMO,4/29/2020 9:00:00 AM,0.1807,-0.081,0.0637,Q4,2/11/2020,BMO,2/11/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/1029199/000102919920000002/0001029199-20-000002-index.htm,Common,True
EGO,Emerging Markets Local Debt,1628253824,False,Q1,False,True,4/30/2020,AMC,5/1/2020 11:30:00 AM,0.1912,0.3205,0.0615,Q4,2/20/2020,AMC,2/21/2020 11:30:00 AM,,Common,True
EGOV,Nic Inc.,1712039296,False,Q1,False,True,4/27/2020,BMO,4/27/2020 8:30:00 AM,0.1398,-0.0883,0.0825,Q4,1/29/2020,AMC,1/29/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1065332/000106533220000002/0001065332-20-000002-index.htm,Common,True
EGP,Eastgroup Properties Inc.,4022222848,False,Q1,False,True,4/30/2020,AMC,5/1/2020 11:00:00 AM,0.1595,0.0031,0.0259,Q4,2/6/2020,AMC,2/7/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/49600/000004960020000021/0000049600-20-000021-index.htm,REIT,True
EHC,Encompass Health,6700361728,False,Q1,False,True,4/28/2020,AMC,4/29/2020 9:00:00 AM,0.1527,-0.0025,0.0476,Q4,2/6/2020,AMC,2/7/2020 9:00:00 AM,,Common,True
EHTH,Ehealth Inc.,2794651136,False,Q1,False,True,4/23/2020,AMC,4/23/2020 5:00:00 PM,0.205,0.0181,0.1014,Q4,2/20/2020,AMC,2/20/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1333493/000133349320000011/0001333493-20-000011-index.htm,Common,True
EIG,Employers Holdings,964782208,False,Q1,False,True,4/23/2020,AMC,4/24/2020 11:30:00 AM,0.1155,-0.0643,0.0097,Q4,2/19/2020,AMC,2/20/2020 11:30:00 AM,https://www.sec.gov/Archives/edgar/data/1379041/000137904120000027/0001379041-20-000027-index.htm,Common,True
EIGI,Endurance Intl Gr Hldgs,409264480,False,Q1,False,True,4/30/2020,BMO,4/30/2020 8:00:00 AM,0.2269,0.1071,0.1018,Q4,2/6/2020,BMO,2/6/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1237746/000119312520026142/0001193125-20-026142-index.htm,Common,True
EKSO,Ekso Bionics Holdings Inc.,24541732,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,,-0.1142,,Q4,2/27/2020,AMC,2/27/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1549084/000110465920026172/0001104659-20-026172-index.htm,Common,False
ELTK,Eltek Ltd. -,18397050,False,Q4,False,True,4/27/2020,BMO,4/27/2020 8:30:00 AM,,-0.1278,,Q3,11/20/2019,BMO,11/20/2019 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1024672/000117891319002797/0001178913-19-002797-index.htm,Common,False
EME,Emcor Group Inc.,3483006976,False,Q1,False,True,4/30/2020,BMO,4/30/2020 10:30:00 AM,0.1035,-0.0092,0.0619,Q4,2/27/2020,BMO,2/27/2020 10:30:00 AM,https://www.sec.gov/Archives/edgar/data/105634/000010563420000043/0000105634-20-000043-index.htm,Common,True
EMN,Eastman Chemical Company,7516297216,True,Q1,False,True,4/30/2020,AMC,5/1/2020 8:00:00 AM,0.1332,0.0247,0.0592,Q4,1/30/2020,AMC,1/31/2020 8:00:00 AM,,Common,True
ENOB,Enochian Biosciences Inc.,172040384,False,,True,False,4/23/2020,,,,-0.0264,,,11/13/2019,,,,Common,False
ENS,Enersys,2218678784,False,,True,False,4/30/2020,,,,-0.0729,0.0651,Q3,2/5/2020,AMC,2/6/2020 9:00:00 AM,,Common,True
ENVA,Enova International Inc.,373303456,False,Q1,False,True,4/28/2020,AMC,4/28/2020 5:00:00 PM,0.2304,0.0576,0.1296,Q4,1/29/2020,AMC,1/29/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1529864/000119312520018605/0001193125-20-018605-index.htm,Common,True
EPD,Enterprise Prods Partners,36568432640,False,Q1,False,True,4/29/2020,BMO,4/29/2020 10:00:00 AM,0.1207,-0.0114,0.0276,Q4,1/30/2020,BMO,1/30/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1061219/000114036120001781/0001140361-20-001781-index.htm,MLP,True
EQBK,Equity Bancshares Inc. - Class A,244038960,False,Q1,False,True,4/29/2020,AMC,4/30/2020 10:00:00 AM,,0.0245,,Q4,1/23/2020,AMC,1/24/2020 10:00:00 AM,,Common,False
EQNR,Equinor Asa,41286373376,False,,True,False,4/29/2020,,,,-0.0382,0.0439,Q4,2/6/2020,BMO,,,Common,True
ERF,Enerplus,474059232,False,,True,False,4/27/2020,,,,-0.0418,0.0298,,2/21/2020,BMO,,,Common,True
ERII,Energy Recovery Inc.,405094528,False,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.1437,0.0926,0.1218,Q4,3/5/2020,AMC,3/5/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1421517/000142151720000007/0001421517-20-000007-index.htm,Common,True
ESBK,Elmira Savings Bank Ny,38726288,False,,True,False,4/24/2020,,,,0.0031,,Q4,1/29/2020,,,,Common,False
ESI,Element Solutions Inc.,2264395776,False,Q1,False,True,4/30/2020,BMO,4/30/2020 8:30:00 AM,0.1428,0.0169,0.0936,Q4,2/26/2020,BMO,2/26/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1590714/000159071420000016/0001590714-20-000016-index.htm,Common,True
ESQ,Esquire Financial Hldgs,113803800,False,,True,False,4/24/2020,,,,-0.005,,Q4,1/24/2020,BMO,,https://www.sec.gov/Archives/edgar/data/1531031/000155837020000252/0001558370-20-000252-index.htm,Common,False
ESXB,Community Bankers Trust Corporation.,106557696,False,Q1,False,True,4/24/2020,BMO,4/24/2020 10:00:00 AM,,-0.0327,,Q4,1/24/2020,BMO,1/24/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1323648/000110465920006540/0001104659-20-006540-index.htm,Common,False
ETFC,E*Trade Financial,8619935744,True,Q1,False,True,4/23/2020,AMC,,0.0426,-0.0096,0.0396,Q4,1/23/2020,AMC,1/23/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1015780/000115752320000095/0001157523-20-000095-index.htm,Common,True
ETN,Eaton PLC,32445921280,True,Q1,False,True,4/30/2020,BMO,4/30/2020 11:00:00 AM,0.1005,0.0568,0.0349,Q4,2/4/2020,BMO,2/4/2020 11:00:00 AM,,Common,True
ETR,Entergy,19826565120,True,,True,False,4/29/2020,,,,-0.0125,0.018,Q4,2/19/2020,BMO,2/19/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/65984/000006598420000066/0000065984-20-000066-index.htm,Common,True
EURN,Euronav Nv,2542221824,False,,True,False,4/30/2020,,,,-0.0439,0.1464,Q4,1/30/2020,BMO,,,Common,True
EVA,Enviva Partners LP Common Units Representing Limited Partner Interests,1108632320,False,Q1,False,True,4/30/2020,,4/30/2020 10:00:00 AM,0.1328,-0.0219,0.0362,Q4,2/26/2020,AMC,2/27/2020 10:00:00 AM,,MLP,True
EVBN,Evans Bancorp Inc.,117391504,False,Q1,False,True,4/29/2020,AMC,4/29/2020 4:45:00 PM,,-0.0119,,Q4,1/30/2020,AMC,1/30/2020 4:45:00 PM,,Common,False
EW,Edwards Lifesciences,45313171456,True,,False,True,4/23/2020,AMC,4/23/2020 5:00:00 PM,0.0638,-0.0603,0.0454,,1/30/2020,AMC,1/30/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1099800/000109980020000002/0001099800-20-000002-index.htm,Common,True
EXPO,Exponent Inc.,3673692672,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.1196,0.06,0.0508,Q4,2/6/2020,AMC,2/6/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/851520/000117184320000773/0001171843-20-000773-index.htm,Common,True
F,Ford Motor Company,19167645696,True,Q1,False,True,4/28/2020,AMC,4/28/2020 5:00:00 PM,0.1346,-0.0948,0.0549,Q4,2/4/2020,AMC,2/4/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/37996/000003799620000008/0000037996-20-000008-index.htm,Common,True
FAMI,Farmmi Inc. -,6974694,False,,True,False,4/21/2020,,,,0.0723,,,12/31/2019,AMC,,,Common,False
FARO,Faro Technologies Inc.,831114688,False,Q1,False,True,4/28/2020,AMC,4/29/2020 8:00:00 AM,0.1396,0.1535,0.0811,Q4,2/19/2020,AMC,2/20/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/917491/000091749120000008/0000917491-20-000008-index.htm,Common,True
FAT,Fat Brands Inc.,38563740,False,Q4,False,True,4/27/2020,AMC,4/27/2020 5:00:00 PM,,0.0779,,Q3,11/7/2019,AMC,11/7/2019 5:00:00 PM,,Common,False
FB,Facebook Inc. - Class A,529674928128,True,Q1,False,True,4/29/2020,AMC,4/29/2020 5:00:00 PM,0.088,-0.0614,0.0494,Q4,1/29/2020,AMC,1/29/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1326801/000132680120000010/0001326801-20-000010-index.htm,Common,True
FBC,Flagstar Bancorp Inc.,1142781824,False,Q1,False,True,4/28/2020,BMO,4/28/2020 11:00:00 AM,0.1917,-0.0391,0.0472,Q4,1/28/2020,BMO,1/28/2020 11:00:00 AM,,Common,True
FBHS,Fortune Brands Home & Security Inc.,6081401856,True,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.1677,0.0558,0.0585,Q4,1/29/2020,AMC,1/29/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1519751/000115752320000118/0001157523-20-000118-index.htm,Common,True
FBIZ,First Business Financial Services Inc.,122542912,False,,True,False,4/24/2020,,,,0.0456,0.0459,Q4,1/23/2020,AMC,,,Common,True
FBK,FB Financial,590347072,False,Q1,False,True,4/27/2020,AMC,4/28/2020 9:00:00 AM,0.122,-0.0031,,Q4,1/21/2020,AMC,1/21/2020 6:00:00 PM,https://www.sec.gov/Archives/edgar/data/1649749/000164974920000010/0001649749-20-000010-index.htm,Common,True
